artistUrl,id,image,nation,title,totalWorksTitle,year
/en/paolo-veneziano,589333e5edc2cbc2b4976231,https://uploads3.wikiart.org/00288/images/paolo-veneziano/paolo-veneziano-004-1.jpg!PinterestLarge.jpg,Italian,Paolo Veneziano,13 artworks,c.1300 - c.1358
/en/ni-zan,57726dcfedc2cb3880b50d43,https://uploads0.wikiart.org/00291/images/ni-zan/water-and-bamboo-dwelling-jpg-large.jpg!PinterestLarge.jpg,Chinese,Ni Zan,7 artworks,1301 - 1374
/en/ahmad-musa,57726daeedc2cb3880b4d9a1,https://uploads2.wikiart.org/00215/images/ahmad-musa/4e4b3556fd4782edab9e4dead86680df.jpg!PinterestLarge.jpg,Iranian,Ahmad Musa,14 artworks,fl.c. 1320
/en/giovanni-da-milano,5bbf2d79edc2c920bc75aa99,https://uploads0.wikiart.org/00207/images/giovanni-da-milano/prato-polyptych-capture-of-jesus.jpg!PinterestLarge.jpg,Italian,Giovanni da Milano,86 artworks,1325 - 1370
/en/luca-di-tomme,5bf19baaedc2c92afcd9ae1b,https://uploads2.wikiart.org/00214/images/luca-di-tomme/luca-di-tomm-st-john-gualbert.jpg!PinterestLarge.jpg,Italian,Luca di Tommé,41 artworks,c.1330 - c.1389
/en/melchior-broederlam,57726d97edc2cb3880b4b27d,https://uploads0.wikiart.org/00288/images/melchior-broederlam/melchior-broederlam-003.jpg!PinterestLarge.jpg,Flemish,Melchior Broederlam,8 artworks,c.1350 - c.1409
/en/andrei-rublev,57726d85edc2cb3880b48e4d,https://uploads2.wikiart.org/images/andrei-rublev.jpg!PinterestLarge.jpg,Russians,Andrei Rublev,58 artworks,c.1360 - c.1430
/en/cennino-cennini,57945deaedc2c967d07cdc92,https://uploads5.wikiart.org/00288/images/cennino-cennini/cennino-cennini-nativit-di-maria-1390-1410-ca-02-1.jpg!PinterestLarge.jpg,Italian,Cennino Cennini,6 artworks,c.1360 - c.1427
/en/gentile-da-fabriano,57726d93edc2cb3880b4ab19,https://uploads0.wikiart.org/00285/images/gentile-da-fabriano/gentile-da-fabriano-002.jpg!PinterestLarge.jpg,Italian,Gentile da Fabriano,45 artworks,c.1370 - 1427
/en/lorenzo-monaco,5bc21fbbedc2c906086e2150,https://uploads1.wikiart.org/00207/images/lorenzo-monaco/1.jpg!PinterestLarge.jpg,Italian,Lorenzo Monaco,10 artworks,1370 - 1425
/en/robert-campin,57726d8aedc2cb3880b499e5,https://uploads5.wikiart.org/temp/acb0ae7f-f0d1-49f0-a780-05851443995e.jpg!PinterestLarge.jpg,Flemish,Robert Campin,36 artworks,c.1375 - 1444
/en/alvaro-pires-de-evora,5e36bd52edc2c91eec475c22,https://uploads7.wikiart.org/00312/images/alvaro-pires-de-evora/695px-s-o-cosme-lvaro-pires-de-vora.png!PinterestLarge.png,Portuguese,Álvaro Pires de Évora,26 artworks,c.1390 - c.1450
/en/sassetta,5f401711edc2c9f638f914bc,https://uploads5.wikiart.org/00321/images/sassetta/stefano-di-gionvanni-dit-sassetta-le-mariage-mystique-de-saint-fran-ois-d-assise-google-art-project.jpg!PinterestLarge.jpg,Italian,Il Sassetta (Stefano di Giovanni),25 artworks,c.1392 - c.1451
/en/jan-van-eyck,57726d80edc2cb3880b48323,https://uploads1.wikiart.org/images/jan-van-eyck.jpg!PinterestLarge.jpg,Flemish,Jan van Eyck,71 artworks,c.1395 - 1441
/en/fra-angelico,57726d82edc2cb3880b48615,https://uploads1.wikiart.org/images/fra-angelico.jpg!PinterestLarge.jpg,Italian,Fra Angelico,168 artworks,c.1395 - 1455
/en/pisanello,57726dc6edc2cb3880b4ff99,https://uploads7.wikiart.org/images/pisanello.jpg!PinterestLarge.jpg,Italian,Pisanello,21 artworks,c.1395 - 1455
/en/paolo-uccello,57726d80edc2cb3880b48351,https://uploads2.wikiart.org/images/paolo-uccello.jpg!PinterestLarge.jpg,Italian,Paolo Uccello,68 artworks,1397 - 1475
/en/rogier-van-der-weyden,57726d7cedc2cb3880b47b68,https://uploads1.wikiart.org/images/rogier-van-der-weyden.jpg!PinterestLarge.jpg,Flemish,Rogier van der Weyden,90 artworks,c.1399 - 1464
/en/jacopo-bellini,57726d7aedc2cb3880b4794d,https://uploads7.wikiart.org/00287/images/jacopo-bellini/profile-portrait-of-a-boy-jpg-large.jpg!PinterestLarge.jpg,Italian,Jacopo Bellini,40 artworks,c.1400 - c.1470
/en/konrad-witz,57726d95edc2cb3880b4aef3,https://uploads0.wikiart.org/00288/images/konrad-witz/emperor-augustus-and-the-sybil-of-tibur-jpg-large.jpg!PinterestLarge.jpg,Germans,Konrad Witz,20 artworks,c.1400 - c.1445
/en/masaccio,57726d81edc2cb3880b483bc,https://uploads6.wikiart.org/images/masaccio.jpg!PinterestLarge.jpg,Italian,Masaccio,27 artworks,1401 - 1428
/en/jacques-daret,58a29993edc2c9ba1425493e,https://uploads8.wikiart.org/00288/images/jacques-daret/jacquesdaret-portrait-of-a-man-1919-1.jpg!PinterestLarge.jpg,Flemish,Jacques Daret,6 artworks,c.1404 - c.1470
/en/leon-battista-alberti,5d3861f1edc2c99ad04417b4,https://uploads3.wikiart.org/00246/images//leon-battista-alberti2.jpg!PinterestLarge.jpg,Italian,Leon Battista Alberti,7 artworks,1404 - 1472
/en/filippo-lippi,57726d87edc2cb3880b4941f,https://uploads2.wikiart.org/images/filippo-lippi.jpg!PinterestLarge.jpg,Italian,Filippo Lippi,98 artworks,c.1406 - 1469
/en/lo-scheggia,5c03ebd8edc2c9276872e785,https://uploads5.wikiart.org/00218/images/lo-scheggia/giovanni-di-ser-giovanni-guidi-lo-scheggia-scena-di-trionfo-all-antica.jpg!PinterestLarge.jpg,Italian,Lo Scheggia,55 artworks,1406 - 1486
/en/petrus-christus,57726d93edc2cb3880b4a9be,https://uploads7.wikiart.org/images/petrus-christus(1).jpg!PinterestLarge.jpg,Flemish,Petrus Christus,27 artworks,c.1410 - c.1475
/en/domenico-veneziano,57726d93edc2cb3880b4aa92,https://uploads6.wikiart.org/00287/images/domenico-veneziano/matteo-olivieri-1450-jpg-large.jpg!PinterestLarge.jpg,Italian,Domenico Veneziano,16 artworks,c.1410 - 1461
/en/stefan-lochner,5eea7ff0edc2c901a4139f72,https://uploads8.wikiart.org/00311/images/stefan-lochner/stefan-lochner-martyrdom-of-the-apostles-google-art-project-1.jpg!PinterestLarge.jpg,German,Stefan Lochner,33 artworks,c.1410 - 1451
/en/justus-van-gent,5eff89ffedc2c9678c84b422,https://uploads8.wikiart.org/00295/images/justus-van-gent/scoto-duns-scoto-studiolo-di-federico-da-montefeltro.jpg!PinterestLarge.jpg,Flemish,Justus van Gent,53 artworks,c.1410 - c.1480
/en/piero-della-francesca,57726d7eedc2cb3880b47e74,https://uploads1.wikiart.org/images/piero-della-francesca.jpg!PinterestLarge.jpg,Italian,Piero della Francesca,87 artworks,1412 - 1492
/en/dirk-bouts,57726d91edc2cb3880b4a7ae,https://uploads5.wikiart.org/temp/6ee632d6-4e4b-44e8-8faa-b2e06cadcdd9.jpg!PinterestLarge.jpg,Dutch,Dirk Bouts,46 artworks,c.1415 - 1475
/en/jean-fouquet,57726d83edc2cb3880b487c4,https://uploads1.wikiart.org/images/jean-fouquet.jpg!PinterestLarge.jpg,French,Jean Fouquet,115 artworks,1420 - 1481
/en/sesshu-toyo,57726dccedc2cb3880b509eb,https://uploads5.wikiart.org/temp/d098c9e1-96aa-4fb9-a354-5b42cfea86f5.jpg!PinterestLarge.jpg,Japanese,Sesshu Toyo,11 artworks,1420 - 1506
/en/nuno-goncalves,5ab773c3edc2c9b7e03805b5,https://uploads8.wikiart.org/00177/images//nuno-gonc-alves-padra-o-dos-descobrimentos.png!PinterestLarge.png,Portuguese,Nuno Gonçalves,10 artworks,c.1420 - 1491
/en/benvenuto-tisi,57726ddeedc2cb3880b5264c,https://uploads3.wikiart.org/images/benvenuto-tisi.jpg!PinterestLarge.jpg,Italian,Benvenuto Tisi,22 artworks,1481 - 1559
/en/raphael,57726d83edc2cb3880b487fe,https://uploads1.wikiart.org/00340/images/raphael/self-portrait.jpg!PinterestLarge.jpg,Italian,Raphael,184 artworks,1483 - 1520
/en/hans-baldung,57726d8bedc2cb3880b49a35,https://uploads5.wikiart.org/temp/10d4a9be-fe7b-4b8d-8c3c-c42877143eee.jpg!PinterestLarge.jpg,German,Hans Baldung,100 artworks,c.1484 - 1545
/en/sebastiano-del-piombo,5ecebe90edc2c9ec4863d454,https://uploads0.wikiart.org/00290/images//self-portrait-after-sebastiano-del-piombo.jpg!PinterestLarge.jpg,Italian,Sebastiano del Piombo,86 artworks,c.1485 - 1547
/en/andrea-del-sarto,57726d96edc2cb3880b4b082,https://uploads5.wikiart.org/temp/2801c8a9-d072-4207-a9f6-f5c236721fc4.jpg!PinterestLarge.jpg,Italian,Andrea del Sarto,66 artworks,1486 - 1530
/en/domenico-beccafumi,5ef0caf7edc2c9a71441bb41,https://uploads4.wikiart.org/00294/images//domenico-beccafumi-portrait.jpg!PinterestLarge.jpg,Italian,Domenico Beccafumi,87 artworks,c.1486 - 1551
/en/bernard-van-orley,5f135ffcedc2c9b88430e448,https://uploads6.wikiart.org/00298/images//bernard-van-orley-self-portrait-on-exterior-panel-of-triptych-of-virtue-of-patience.jpg!PinterestLarge.jpg,Belgian,Bernard Van Orley,63 artworks,c.1487 - 1541
/en/titian,57726d84edc2cb3880b48c9b,https://uploads2.wikiart.org/00380/images/titian/800px-self-portrait-of-titian.jpg!PinterestLarge.jpg,Italian,Titian,266 artworks,c.1488 - 1576
/en/correggio,57726d7bedc2cb3880b47aec,https://uploads7.wikiart.org/images/correggio.jpg!PinterestLarge.jpg,Italian,Correggio,100 artworks,c.1489 - 1534
/en/gregorio-lopes,57726db8edc2cb3880b4e974,https://uploads3.wikiart.org/00288/images/gregorio-lopes/portrait-of-vasco-da-gama-1524-jpg-large.jpg!PinterestLarge.jpg,Portuguese,Gregorio Lopes,15 artworks,c.1490 - 1550
/en/dosso-dossi,57726dd2edc2cb3880b51191,https://uploads5.wikiart.org/temp/86fd7fc2-4908-4009-b419-138625a116fd.jpg!PinterestLarge.jpg,Italian,Dosso Dossi,40 artworks,c.1490 - 1542
/en/francesco-melzi,5f14953cedc2c9e57c8fa960,https://uploads4.wikiart.org/00298/images//melzi-boltraffio-1.jpg!PinterestLarge.jpg,Italian,Francesco Melzi,16 artworks,1491 - 1570
/en/qiu-ying,57726dcdedc2cb3880b50b94,https://uploads8.wikiart.org/00291/images/qiu-ying/unknown-title-jpg-large.jpg!PinterestLarge.jpg,Chinese,Qiu Ying,25 artworks,1494 - 1552
/en/rosso-fiorentino,57726dc1edc2cb3880b4f741,https://uploads5.wikiart.org/temp/8c0886c9-18da-44c9-85b5-c1b2cc10f974.jpg!PinterestLarge.jpg,Italian,Rosso Fiorentino,21 artworks,1494 - 1540
/en/jacopo-pontormo,57726d8cedc2cb3880b49d00,https://uploads5.wikiart.org/temp/fbf6bdf1-5b66-4d63-9e60-0a272a623bf3.jpg!PinterestLarge.jpg,Italian,Jacopo Pontormo,105 artworks,1494 - 1557
/en/hans-holbein-the-younger,57726d86edc2cb3880b48f9f,https://uploads4.wikiart.org/images/hans-holbein-the-younger.jpg!PinterestLarge.jpg,German,Hans Holbein the Younger,151 artworks,c.1497 - 1543
/en/maerten-van-heemskerck,57726d90edc2cb3880b4a52a,https://uploads5.wikiart.org/temp/67699c17-e4ac-46cd-bc88-480791002d91.jpg!PinterestLarge.jpg,Dutch,Maerten van Heemskerck,66 artworks,1498 - 1574
/en/giulio-clovio,580dca66edc2c99c1c864cb0,https://uploads3.wikiart.org/00103/images/giulio-clovio/giulio-clovio.jpg!PinterestLarge.jpg,Croatians,Giulio Clovio,17 artworks,1498 - 1578
/en/giulio-romano,5c379643edc2c90ec845f15d,https://uploads1.wikiart.org/00218/images//titian-portrait-of-giulio-romano-wga22947.jpg!PinterestLarge.jpg,Italian,Giulio Romano,22 artworks,c.1499 - 1546
/en/jan-van-hemessen,57726d94edc2cb3880b4ab63,https://uploads2.wikiart.org/00288/images/jan-van-hemessen/st-jerome-jpg-large.jpg!PinterestLarge.jpg,Flemish,Jan van Hemessen,30 artworks,c.1500 - c.1566
/en/cristovao-de-figueiredo,57726db8edc2cb3880b4e980,https://uploads2.wikiart.org/00288/images/cristovao-de-figueiredo/crist-v-o-de-figueiredo-deposizione-di-cristo-nel-sepolcro-1521-30-ca-02-committenti.jpg!PinterestLarge.jpg,Portuguese,Cristovao de Figueiredo,12 artworks,c.1500 - c.1543
/en/benvenuto-cellini,57726dc6edc2cb3880b4ff4b,https://uploads5.wikiart.org/temp/5cc0a3a4-fb75-4ea8-8fd9-817c0e14cf3c.jpg!PinterestLarge.jpg,Italian,Benvenuto Cellini,12 artworks,1500 - 1571
/en/parmigianino,57726d82edc2cb3880b486f0,https://uploads1.wikiart.org/images/parmigianino.jpg!PinterestLarge.jpg,Italian,Parmigianino,46 artworks,1503 - 1540
/en/agnolo-bronzino,57726d92edc2cb3880b4a866,https://uploads5.wikiart.org/temp/3c538aba-545d-44a5-954a-5f70cf42daba.jpg!PinterestLarge.jpg,Italian,Agnolo Bronzino,85 artworks,1503 - 1572
/en/vicente-juan-masip,5de4cd9fedc2c908c4d6d787,https://uploads2.wikiart.org/00265/images//958px-alfonso-v-el-magnanimo.jpg!PinterestLarge.jpg,Spanish,Vicente Juan Masip,26 artworks,c.1507 - 1579
/en/pieter-aertsen,57726dd6edc2cb3880b519a1,https://uploads0.wikiart.org/00288/images/pieter-aertsen/portrait-of-simon-marten-dircsz-1565-jpg-large.jpg!PinterestLarge.jpg,Dutch,Pieter Aertsen,17 artworks,1508 - 1575
/en/daniele-da-volterra,57726dfcedc2cb3880b5534e,https://uploads8.wikiart.org/00290/images/daniele-da-volterra/daniele-da-volterra-disegno-a-sanguigna.jpg!PinterestLarge.jpg,Italian,Daniele da Volterra,14 artworks,c.1509 - c.1566
/en/jacopo-bassano,57726dfcedc2cb3880b5531e,https://uploads5.wikiart.org/temp/74c1c15f-bb88-4f82-ac9c-ed98f9f65926.jpg!PinterestLarge.jpg,Italian,Jacopo Bassano,40 artworks,c.1510 - 1592
/en/francesco-de-rossi-francesco-salviati,5ed8f2f2edc2c90bd8064270,https://uploads8.wikiart.org/00291/images//autoritratto-in-abiti-da-gentiluomo-francesco-salviati-001.JPG!PinterestLarge.JPG,Italian,"Francesco de' Rossi (Francesco Salviati), ""Cecchino""",132 artworks,1510 - 1563
/en/giorgio-vasari,57726d99edc2cb3880b4b4d1,https://uploads7.wikiart.org/00383/images/giorgio-vasari/08selfpo.jpg!PinterestLarge.jpg,Italian,Giorgio Vasari,75 artworks,1511 - 1574
/en/tintoretto,57726d88edc2cb3880b4962f,https://uploads8.wikiart.org/images/tintoretto.jpg!PinterestLarge.jpg,Italian,Tintoretto,295 artworks,c.1518 - 1594
/en/xu-wei,57726de8edc2cb3880b535cd,https://uploads4.wikiart.org/images/xu-wei.jpg!PinterestLarge.jpg,Chinese,Xu Wei,10 artworks,1521 - 1593
/en/plautilla-nelli,57726de0edc2cb3880b5294b,https://uploads4.wikiart.org/images/plautilla-nelli.jpg!PinterestLarge.jpg,Italian,Plautilla Nelli,8 artworks,1524 - 1588
/en/pieter-bruegel-the-elder,57726d7cedc2cb3880b47b32,https://uploads4.wikiart.org/images/pieter-bruegel-the-elder.jpg!PinterestLarge.jpg,Flemish,Pieter Bruegel the Elder,97 artworks,c.1525 - 1569
/en/carlo-urbino,5ef92cc0edc2c93f2406c6e8,https://uploads3.wikiart.org/00319/images/carlo-urbino/142017v-0054-jpg-large.jpg!PinterestLarge.jpg,Italian,Carlo Urbino,28 artworks,c.1525 - 1585
/en/giuseppe-arcimboldo,57726d7bedc2cb3880b47a39,https://uploads4.wikiart.org/images/giuseppe-arcimboldo/self-portrait.jpg!PinterestLarge.jpg,Italian,Giuseppe Arcimboldo,26 artworks,1527 - 1593
/en/paolo-veronese,57726d86edc2cb3880b49131,https://uploads3.wikiart.org/images/paolo-veronese.jpg!PinterestLarge.jpg,Italian,Paolo Veronese,185 artworks,1528 - 1588
/en/bartolomeo-passerotti,5d4a9854edc2c9afd454672b,https://uploads6.wikiart.org/00248/images//bartolomeo-passarotti-selfportrait.jpg!PinterestLarge.jpg,Italian,Bartolomeo Passerotti,31 artworks,1529 - 1592
/en/hans-hoffmann,5ba35c22edc2c925b42ec798,https://uploads7.wikiart.org/00205/images/hans-hoffmann/head-of-a-bearded-man-met-dp802932-jpg-large.jpg!PinterestLarge.jpg,German,Hans Hoffmann,17 artworks,c.1530 - 1591
/en/sofonisba-anguissola,57726dc0edc2cb3880b4f729,https://uploads5.wikiart.org/temp/246b065b-ea17-4b02-ab17-169aa3deb0e0.jpg!PinterestLarge.jpg,Italian,Sofonisba Anguissola,24 artworks,c.1532 - 1625
/en/maarten-de-vos,580dcae9edc2c99c1c87118a,https://uploads8.wikiart.org/00103/images/maarten-de-vos/portrait-of-maerten-de-vos.jpg!PinterestLarge.jpg,Flemish,Maarten de Vos,58 artworks,1532 - 1603
/en/alessandro-allori,6037fbc3edc2c9003c6157d6,https://uploads4.wikiart.org/00329/images//self-portrait-by-alessandro-allori.jpg!PinterestLarge.jpg,Italian,Alessandro Allori,83 artworks,1535 - 1607
/en/el-greco,57726d7dedc2cb3880b47da2,https://uploads7.wikiart.org/00382/images/el-greco/dt390.jpg!PinterestLarge.jpg,Spanish,El Greco,169 artworks,1541 - 1614
/en/kano-eitoku,5a458744edc2c90eb85241fa,https://uploads0.wikiart.org/00290/images/kano-eitoku/651px-kano-eitoku-010.jpg!PinterestLarge.jpg,Japanese,Kanō Eitoku,10 artworks,1543 - 1590
/en/bartholomaus-spranger,601ea244edc2c910e4838e49,https://uploads4.wikiart.org/00327/images//bartholom-us-spranger-009.jpg!PinterestLarge.jpg,Belgian,Bartholomeus Spranger,68 artworks,1546 - 1611
/en/nicholas-hilliard,57726de9edc2cb3880b536e4,https://uploads5.wikiart.org/temp/010505f2-6f54-4801-8e63-4e5f4c9dd7b3.jpg!PinterestLarge.jpg,British,Nicholas Hilliard,15 artworks,c.1547 - 1619
/en/palma-il-giovane,5ece0e44edc2c9ec4890dd16,https://uploads7.wikiart.org/00290/images/palma-il-giovane/palma-il-giovane-self-portrait-wga16897-1.jpg!PinterestLarge.jpg,Italian,Palma il Giovane,152 artworks,c.1550 - 1628
/en/martin-kober,5f033efaedc2c908bc9b6904,https://uploads7.wikiart.org/00320/images/martin-kober/martin-kober-003.jpg!PinterestLarge.jpg,Polish,Martin Kober,17 artworks,c.1550 - c.1598
/en/hans-von-aachen,57726dc5edc2cb3880b4fe70,https://uploads5.wikiart.org/temp/e4d609cf-bbc6-4559-8c18-9a29c5d3eab4.jpg!PinterestLarge.jpg,German,Hans von Aachen,44 artworks,1552 - 1615
/en/lavinia-fontana,57726dc0edc2cb3880b4f6fd,https://uploads5.wikiart.org/temp/3e3ac969-e0cc-4762-8adc-7e7672467a6c.jpg!PinterestLarge.jpg,Italian,Lavinia Fontana,23 artworks,1552 - 1614
/en/barbara-longhi,57726de0edc2cb3880b5298f,https://uploads3.wikiart.org/images/barbara-longhi.jpg!PinterestLarge.jpg,Italian,Barbara Longhi,5 artworks,1552 - 1638
/en/paul-bril,57726dc6edc2cb3880b4ff0b,https://uploads5.wikiart.org/temp/2e6892c9-8251-4060-b4c9-85f99762e960.jpg!PinterestLarge.jpg,Flemish,Paul Bril,28 artworks,1554 - 1626
/en/otto-van-veen,587cef8dedc2c9546cfb3c94,https://uploads4.wikiart.org/00115/images//octavio-van-veen-het-gulden-cabinet.png!PinterestLarge.png,Flemish,Otto van Veen,32 artworks,c.1556 - 1629
/en/hendrick-goltzius,5d46cfa2edc2c9a49c09fcdb,https://uploads7.wikiart.org/00248/images//hendrick-goltzius-self-portrait-c-1593-1594-google-art-project.jpg!PinterestLarge.jpg,Dutch,Hendrick Goltzius,52 artworks,c.1558 - 1617
/en/marietta-robusti,57726de0edc2cb3880b52977,https://uploads5.wikiart.org/images/marietta-robusti.jpg!PinterestLarge.jpg,Italian,Marietta Robusti,6 artworks,c.1560 - 1590
/en/domenico-tintoretto,5e4d8e23edc2c95a4c07756a,https://uploads4.wikiart.org/00310/images/domenico-tintoretto/domenico-tintoretto-002-1.jpg!PinterestLarge.jpg,Italian,Domenico Tintoretto,40 artworks,c.1560 - 1635
/en/annibale-carracci,57726d87edc2cb3880b49225,https://uploads6.wikiart.org/images/annibale-carracci.jpg!PinterestLarge.jpg,Italian,Annibale Carracci,82 artworks,1560 - 1609
/en/tobias-verhaecht,587c9770edc2c9546c128955,https://uploads4.wikiart.org/00115/images//tobias-verhaecht-het-gulden-cabinet.png!PinterestLarge.png,Flemish,Tobias Verhaecht,26 artworks,1561 - 1631
/en/hendrick-cornelisz-vroom,57726dc5edc2cb3880b4fe88,https://uploads5.wikiart.org/temp/222b6db6-aa9b-4eb8-9435-7f7e2b0ccbfb.jpg!PinterestLarge.jpg,Dutch,Hendrick Cornelisz Vroom,16 artworks,c.1562 - 1640
/en/adam-van-noort,587ca5a6edc2c9546c3aa7dd,https://uploads1.wikiart.org/00115/images//adam-van-noort.jpg!PinterestLarge.jpg,Flemish,Adam van Noort,27 artworks,c.1562 - 1641
/en/karl-bodmer,57726d9aedc2cb3880b4b7e0,https://uploads0.wikiart.org/images/karl-bodmer.jpg!PinterestLarge.jpg,Swiss,Karl Bodmer,104 artworks,1809 - 1893
/en/owen-jones,578b3a21edc2c96624709c2c,https://uploads8.wikiart.org/images/owen-jones.jpg!PinterestLarge.jpg,British,Owen Jones,102 artworks,1809 - 1874
/en/miklos-barabas,57726dc9edc2cb3880b5048c,https://uploads7.wikiart.org/00330/images/miklos-barabas/barab-s-narck-p-1841-1.jpg!PinterestLarge.jpg,Hungarian,Miklos Barabas,48 artworks,1810 - 1898
